SpecCode,tl,guild,len,ord,ecoregion,stream,fresh,invasive,npp,discharge,herbivory,feeding_type,add_rems,Wmax
7572,0.603144373,Toppred,1.568201724,Pleuronectiformes,Neotropic,Unknown,FandM,notinvasive,73.5313144,160144.0759,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),,NA
7576,0.411619706,Omni,1.096910013,Osmeriformes,Australasia,Both,FandM,notinvasive,237.2026394,2083.279679,plants/detritus+animals (troph. 2.2-2.79),variable,"Occurs in swamps, drains and ponds. The species is likely capable of estivation as individuals are sometimes encountered in mud or beneath logs or stones when pools dry up. Feeds partly on bottom detritus and insects.",NA
7577,0.442479769,Omni,1.698970004,Cypriniformes,Afrotropic,Lonely,Fonly,notinvasive,105.7764179,1774.598782,plants/detritus+animals (troph. 2.2-2.79),variable,"Closely resembles <i>L. capensis</i> in coloration and in having well developed anterior barbels. Survives temperatures below 10°C. Found mainly in standing waters, shallow dams and muddy shallow areas such as in large impoundments. Juveniles feed on small invertebrates while adults feed on detritus and mud.",NA
7623,0.531478917,secCons,1.322219295,Syngnathiformes,Afrotropic,Both,FandM,notinvasive,156.7110182,2169.194305,mainly animals (troph. 2.8 and up),selective plankton feeding,Occurs in coastal rivers and streams (Ref. 4127). Found in quiet water amongst vegetation. Probably feeds on minute invertebrate organisms.,NA
7699,0.544068044,secCons,1.648360011,Perciformes,Afrotropic,Unknown,FandM,notinvasive,163.5875738,10048.68823,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Prefers brackish waters, often found in estuaries and coastal lagoons.  Forms schools.  Feeds on small bottom invertebrates (Ref. 3409).",NA
7715,0.507855872,secCons,1.653212514,Perciformes,Australasia,Sonly,FandM,notinvasive,357.0294929,7586.569985,mainly animals (troph. 2.8 and up),,"Found inshore (Ref. 75154).  Occurs in estuaries and the middle reaches of rivers.  Inhabits relatively fast-flowing, clear streams frequently in rainforest (Ref. 2847).  Rarely in the sea (Ref. 4833).  Omnivore (Ref. 75154).  Good food fish (Ref. 5329).",2400
7738,0.301029996,Herb_detrite,1.69019608,Cypriniformes,Afrotropic,Both,Fonly,notinvasive,4138.646093,1769.582222,mainly plants/detritus (troph. 2-2.19),grazing on aquatic plants,Prefers large rivers but is also found in large lakes and dams. Grazes on algae and `aufwuchs' from rocks (Ref. 7248).,NA
7743,0.424881637,Omni,1.633468456,Siluriformes,Afrotropic,Both,Fonly,notinvasive,947.5646654,5764.568235,plants/detritus+animals (troph. 2.2-2.79),variable,"Occurs in pools and slow flowing reaches of perennial and seasonal rivers. Favors riverine habitats to floodplains. Shelters in holes or crevices or on the underside of logs, frequently in an upside-down position. Active at night, feeds on detritus and plant matter such as seeds as well as small invertebrates like insects and snails.",NA
7756,0.572871602,secCons,1.301029996,Perciformes,IndoMalay,Unknown,Fonly,notinvasive,225.4192835,158535.6563,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Feeds on crustaceans, insect larvae and fish.",NA
7760,0.428134794,Omni,1,Cypriniformes,IndoMalay,Sonly,Fonly,notinvasive,240.9593183,112533.0549,plants/detritus+animals (troph. 2.2-2.79),variable,"Inhabits near the bottom of clear, fast-flowing streams. Feeds on benthic organisms and detritus.",NA
7762,0.484299839,secCons,1.301029996,Cypriniformes,Palearctic,Both,Fonly,notinvasive,1458.855231,24346.16735,plants/detritus+animals (troph. 2.2-2.79),variable,"Common in streams and rivers with rapid water flow, but not deep or stagnant waters. Feeds on zooplankton, small crustaceans, macroscopic algae, small fish and detritus.",NA
7763,0.527629901,secCons,1.230448921,Tetraodontiformes,IndoMalay,Sonly,FandM,notinvasive,80.02440949,26093.96055,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),,NA
7775,0.301029996,Herb_detrite,1.079181246,Perciformes,Neotropic,Both,Fonly,notinvasive,748.8064021,2222.526845,mainly plants/detritus (troph. 2-2.19),browsing on substrate,"Inhabits lakes and rivers, preferring the shallows and bank areas.  Found over sand, mud and rock bottoms and prefers the slower moving waters of the lower river valleys (Ref. 7335). Herbivore (Ref. 78170).",NA
7777,0.471291711,secCons,0.875061263,Siluriformes,Neotropic,Sonly,Fonly,notinvasive,206.5427362,106441.4835,mainly plants/detritus (troph. 2-2.19),variable,"Found mostly in quiet, shallow waters with soft bottoms (Ref. 26041). Inhabits running waters (Ref. 11225). Feeds on worms, crustaceans, insects and plant matter.",NA
7778,0.511883361,secCons,1.041392685,Perciformes,Afrotropic,Unknown,FandM,notinvasive,7094.959286,6471.249947,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),,NA
7861,0.367355921,Omni,1.875061263,Mugiliformes,Australasia,Sonly,FandM,notinvasive,108.1250399,7876.879249,plants/detritus+animals (troph. 2.2-2.79),grazing on aquatic plants,"Adults occur in coastal waters and estuaries; sometimes ascending  rivers into freshwater (Ref. 9812).  Prefer slow moving waters or still lagoons (Ref. 9812).  Often found in turbid water, over muddy substrates, and with well-substantiated aquatic vegetation (Ref. 9812).  Feed on microalgae, detritus, terrestrial plant material, and aquatic insects (Ref. 9812).  Perhaps catadromous (Ref. 9812).   Changes in the feeding habits from planktonic organisms and migratory zooplankton to meiobenthos which takes place between 0.1 and 0.2 cm length, and a switch from meiobenthos to microbenthos between 0.15 and 0.25 cm length (Ref. 56101).  Gill-raker filaments were found in the stomach captured using gill net.  Mullets struggle to be free of the constricting meshes, food is often regurgitated at an early stage, subsequent gasping of oxygen would then easily cause gill-rakers, broken loose in the struggle, to be swalowed (Ref. 74739).",NA
7864,0.301029996,Herb_detrite,1.477121255,Mugiliformes,Afrotropic,Lonely,FandM,notinvasive,75.35986758,3338.223903,mainly plants/detritus (troph. 2-2.19),browsing on substrate,Inhabit coastal waters including estuaries (Ref. 5213).,NA
7915,0.442479769,Omni,1.477121255,Perciformes,Afrotropic,Sonly,FandM,notinvasive,85.67538733,8232.621427,plants/detritus+animals (troph. 2.2-2.79),variable,Common in harbours and estuaries; also found in rivers and lagoons. Forms  shoals. Feeds on detritus and benthic invertebrates.,NA
7953,0.301029996,Herb_detrite,1.079181246,Perciformes,Afrotropic,Unknown,Fonly,notinvasive,1.884966321,464.65165,mainly plants/detritus (troph. 2-2.19),browsing on substrate,"One of the smallest and hardiest species along with <i>S. marginatum</i> and <i>S. pleurospilus</i>.  Very intolerant of any other rock-grazer, less so of the other species.  Exhibits territoriality and is aggressive towards its conspecifics.  Inhabits rubble areas in shallow water, most often not exceeding 5 m depth and never exceeding 10 m.  Feeds on biocover.  Cleans off a patch of ground between rubble to breed.  Often solitary (Ref. 6770).",NA
7990,0.531478917,secCons,1.77815125,Osteoglossiformes,IndoMalay,Both,FandM,notinvasive,206.1000711,32430.01162,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Found in clear streams and enters brackish waters (Ref. 4832). Inhabits standing and sluggish waters of lakes, floodplains, canals and ponds (Ref. 12693). Undertakes localized lateral migrations from the Mekong River to floodplains during the flood season and back to the mainstream or other permanent water bodies during the dry season (Ref. 37770). Common in tanks throughout the greater parts of India. Feeds on insects, fish (Ref. 12693), crustaceans and some young roots of aquatic plants (Ref. 6459).",300
7992,0.376576957,Omni,1.602059991,Cypriniformes,IndoMalay,Sonly,Fonly,notinvasive,219.6918827,17265.4073,plants/detritus+animals (troph. 2.2-2.79),grazing on aquatic plants,Feeds on plants and planktonic invertebrates (Ref. 10616).,NA
8016,0.534026106,secCons,0.954242509,Perciformes,Afrotropic,Both,FandM,notinvasive,80.68965578,4801.842606,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Tolerant of freshwater within a temperature range of 19-27°C. In summer, feeds mainly in early evening and late morning while in winter, it feeds both day and night on crustaceans as well as insects (aquatic and terrestrial) and fish.",NA
8034,0.558708571,secCons,1.414973348,Perciformes,Afrotropic,Sonly,FandM,notinvasive,218.7479043,11163.92581,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Inhabits lagoons, estuaries and freshwater (Ref. 6028).  Juveniles are found mainly among mangrove roots in the more saline areas of lagoons and estuaries (Ref. 6028).  Carnivorous (Ref. 54520). Coexist with <i>E. acanthopoma</i> at the upper limit of the tidally influenced area and the lower part of the freshwater area in Teima River, Okinawa Island (Ref. 54520).",NA
8035,0.602059991,secCons,1.176091259,Perciformes,Australasia,Unknown,FandM,notinvasive,133.6168213,12647.9126,mainly animals (troph. 2.8 and up),,,NA
8036,0.603144373,Toppred,1.029383778,Perciformes,Afrotropic,Sonly,FandM,notinvasive,11948.55489,12286.9029,mainly animals (troph. 2.8 and up),,,NA
8055,0.605305046,Toppred,2,Anguilliformes,Afrotropic,Sonly,FandM,notinvasive,122.5459981,19083.78303,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Reported to spawn in rice-paddies during the rainy season (Ref. 12693). In India, this species burrows into and through the embankments of paddy fields and salt pans near estuaries.  The paddy fields are damaged by the burrows allowing salt water to enter and the crops to wither.  It prefers a substrate which consist of a good mixture of  sand, silt, and clay.  It shows a tidal locomotory rhythm. It comes to the surface of the mud at high tide to feed, when some degree of exposure to the overlying water may occur (Ref. 42330).",NA
8079,0.522444234,secCons,1.602059991,Perciformes,Australasia,Sonly,FandM,notinvasive,106.6221266,12273.06691,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),Occurs inshore (Ref. 75154).,NA
8080,0.5132176,secCons,1.23299611,Characiformes,Neotropic,Sonly,Fonly,notinvasive,746.1043765,67752.10348,plants/detritus+animals (troph. 2.2-2.79),,"The epigean form defend small territories of ten to twenty centimeters diameter depending on body size. Tools for defence include fin-spreading, snake-swimming and ramming (Ref. 52944).",69.7
8115,0.567026366,secCons,1.77815125,Polypteriformes,Afrotropic,Both,Fonly,notinvasive,173.1560693,3655.450825,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Inhabits calmer waters of rivers (Ref. 11970). Feeds on worms and insect larvae when young, but takes larger food, mainly fish, when adult (Ref. 27292). It hunts mainly at night (Ref. 27292).",NA
8117,0.301029996,Herb_detrite,1.954242509,Osteoglossiformes,Neotropic,Sonly,Fonly,notinvasive,34.76297779,1360174.852,mainly plants/detritus (troph. 2-2.19),,Feeds on fruits and seeds (Ref. 12371).,2040
8135,0.556302501,secCons,1.089905111,Perciformes,Afrotropic,Lonely,Fonly,notinvasive,10260.85453,3203.325825,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),Feeds on shrimps (Ref. 40115). Zoobenthos feeder (Ref. 54948).,NA
8137,0.301029996,Herb_detrite,1.041392685,Perciformes,Afrotropic,Lonely,Fonly,notinvasive,1.884966321,464.65165,mainly plants/detritus (troph. 2-2.19),browsing on substrate,"When feeding, this species adopts a posture whereby the ventral body surface is held parallel to the rock surface, which is then approached closely to within 2 mm. While in this position, it takes a series of hard taps of the mouth on the rather plain epilithic algal mat during each feeding bout. This feeding behavior neither corresponds to grazing or browsing. Also feeds on particles floating on the water column (Ref. 13512).",NA
8140,0.62324929,Toppred,1.598790507,Perciformes,Afrotropic,Unknown,Fonly,notinvasive,6562.449053,9738.992515,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),Forms schools. Feeds mainly on clupeids.,NA
8141,0.62324929,Toppred,1.58546073,Perciformes,Afrotropic,Unknown,Fonly,notinvasive,6562.449053,9738.992515,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),Forms schools. Feeds mainly on clupeids.,NA
8142,0.62324929,Toppred,1.477121255,Perciformes,Afrotropic,Unknown,Fonly,notinvasive,1.884966321,464.65165,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),Forms schools. Feeds mainly on clupeids.,NA
8143,0.62324929,Toppred,1.434568904,Perciformes,Afrotropic,Unknown,Fonly,notinvasive,1.884966321,464.65165,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),Forms schools. Feeds mainly on clupeids.,NA
8144,0.62324929,Toppred,1.414973348,Perciformes,Afrotropic,Unknown,Fonly,notinvasive,1.884966321,464.65165,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),Forms schools. Feeds mainly on clupeids.,NA
8145,0.62324929,Toppred,1.311753861,Perciformes,Afrotropic,Unknown,Fonly,notinvasive,6562.449053,9738.992515,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),Forms schools. Feeds mainly on clupeids.,NA
8146,0.62324929,Toppred,1.62324929,Perciformes,Afrotropic,Unknown,Fonly,notinvasive,1.884966321,464.65165,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),Forms schools. Feeds mainly on clupeids.,NA
8147,0.537819095,secCons,1.260071388,Perciformes,Afrotropic,Lonely,Fonly,notinvasive,1.884966321,464.65165,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),,NA
8148,0.537819095,secCons,1.217483944,Perciformes,Afrotropic,Unknown,Fonly,notinvasive,1.884966321,464.65165,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),,NA
8149,0.544068044,secCons,1.176091259,Perciformes,Afrotropic,Lonely,Fonly,notinvasive,1.884966321,464.65165,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),,NA
8151,0.544068044,secCons,1,Perciformes,Afrotropic,Unknown,Fonly,notinvasive,6562.449053,9738.992515,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),Occurs over sand bottoms near rocks where they feed on invertebrates. Forms schools. Bury themselves in the sand to evade predators..,NA
8153,0.531478917,secCons,1.176091259,Perciformes,Afrotropic,Unknown,Fonly,notinvasive,6562.449053,9738.992515,mainly animals (troph. 2.8 and up),selective plankton feeding,Semipelagic microorganism feeder which is common over sand bottoms. Roams in schools of several hundred fish.,NA
8154,0.544068044,secCons,1.079181246,Perciformes,Afrotropic,Lonely,Fonly,notinvasive,1.884966321,464.65165,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),,NA
8155,0.544068044,secCons,1.176091259,Perciformes,Afrotropic,Unknown,Fonly,notinvasive,1.884966321,464.65165,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),Rubble-dweller; builds nest in the rubble. Feeds on invertebrates growing on rocks which are hidden by the biocover.,NA
8164,0.531478917,secCons,1.164352856,Perciformes,Afrotropic,Unknown,Fonly,notinvasive,20519.82409,5942,plants/detritus+animals (troph. 2.2-2.79),filtering plankton,Prefers sandy parts of intermediate habitats. Feeds on plankton.,NA
8167,0.588831726,secCons,2.176091259,Siluriformes,IndoMalay,Unknown,FandM,notinvasive,142.8959581,26029.55046,mainly animals (troph. 2.8 and up),,Occurs in the inshore waters (Ref. 75154).  Feeds on benthic animals and fish (Ref. 3478).,NA
8171,0.380211259,Omni,1.397940009,Cypriniformes,IndoMalay,Sonly,Fonly,notinvasive,160.5536709,17169.47421,mainly plants/detritus (troph. 2-2.19),grazing on aquatic plants,Effects annual upstream and downstream non-reproductive and reproductive migrations.,NA
8172,0.602059991,secCons,1.235528447,Atheriniformes,Neotropic,Unknown,FandM,notinvasive,1786.133345,785786.5879,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),Occurs in schools. Is mainly diurnal. Feeds primarily on the eggs of  <i>Engraulis ringens</i>.,NA
8195,0.515873844,secCons,0.399673721,Characiformes,Neotropic,Unknown,Fonly,notinvasive,34.76297779,1360174.852,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),Occurs mainly in shoals in the middle water layers. Feeds on worms and small crustaceans.,NA
8229,0.418301291,Omni,1.477121255,Perciformes,Australasia,Unknown,FandM,notinvasive,238.8771092,13270.35904,plants/detritus+animals (troph. 2.2-2.79),variable,Feeds at the surface during daytime on floating debris which includes insects and vegetable matter.  It is renowned for its ability to 'shoot down' insect prey by expelling beads of water from its mouth with considerable force and for its remarkable ability to compensate for visual refraction when aiming its shoots; shooting range is about 150 cm.,NA
8238,0.544068044,secCons,1.653212514,Pleuronectiformes,IndoMalay,Sonly,FandM,notinvasive,166.6518517,33630.08064,mainly animals (troph. 2.8 and up),,,NA
8250,0.599883072,secCons,1.397940009,Perciformes,Australasia,Sonly,FandM,notinvasive,178.3777604,10347.69605,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),,NA
8262,0.456366033,secCons,1.494154594,Beloniformes,Australasia,Sonly,FandM,notinvasive,149.3180211,31355.30534,mainly animals (troph. 2.8 and up),variable,Inhabits more turbid and estuarine situations than does <i>Hyporhamphus dussumieri</i> and is not found in oceanic islands (Ref. 9843).  May enter rivers (Ref. 559).  Found in medium to large-sized rivers of the lower Mekong (Ref. 12975); also inhabits coral reefs (Ref. 58534).  Occurs in schools (Ref. 3132).  Showed an ontogenetic trophic shift the smallest individuals are carnivores that pass through a brief period as omnivores before achieving the adult trophic habit of herbivory (Ref. 57260).,NA
8309,0.602059991,secCons,1.77815125,Perciformes,IndoMalay,Sonly,FandM,notinvasive,149.7273414,24322.70567,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Inhabit shallow coastal waters and estuaries (Ref. 9772).  Juveniles occur in brackish estuaries and often ascend the lower reaches of large, turbid rivers (Ref. 2847).  Feed on small fishes and invertebrates.",NA
8312,0.544068044,secCons,1.579783597,Pleuronectiformes,IndoMalay,Sonly,FandM,notinvasive,41.36727522,28450.32244,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),,NA
8313,0.505149978,secCons,1.544068044,Beloniformes,IndoMalay,Both,FandM,notinvasive,110.1910949,17879.49136,mainly animals (troph. 2.8 and up),,,200
8318,0.586587305,secCons,1.477121255,Perciformes,IndoMalay,Unknown,FandM,notinvasive,136.03605,46510.02427,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Lives over sandy bottoms, regularly entering freshwaters during breeding season (Ref. 3479). Occurs in both estuarine and offshore waters but has been recorded as regularly entering freshwater for breeding purposes (Ref.    ).  Feeds mainly on crustaceans (especially shrimps), small fishes and benthic organisms.",NA
8320,0.342422681,Omni,1.544068044,Mugiliformes,IndoMalay,Unknown,FandM,notinvasive,3.7925121,53418.28125,plants/detritus+animals (troph. 2.2-2.79),variable,"Shallow-water, schooling species which enter estuaries and freshwaters.  Juveniles may be found in rice fields and mangrove swamps (Ref. 9812).  Feed on small algae, diatoms, and other organic matter, both living and detrital, taken in with sand and mud.  Fries feed on copepods and floating algae.  Spawn at sea.",NA
8337,0.301029996,Herb_detrite,1.176091259,Perciformes,Afrotropic,Lonely,Fonly,notinvasive,20519.82409,5942,mainly plants/detritus (troph. 2-2.19),grazing on aquatic plants,Found in shallow water and always in the presence of plants (e.g. Vallisneria sp.).  Males are territorial and prefer rocks but some are found nesting among the weeds.  Females are mainly seen foraging in the weed beds.  Grazes mainly on loose algae from plant leaves (Ref. 5595).,NA
8344,0.527629901,secCons,1.217483944,Perciformes,Afrotropic,Unknown,Fonly,notinvasive,20519.82409,5942,plants/detritus+animals (troph. 2.2-2.79),variable,"Occurs in very shallow rocky biotopes, usually at exposed sites. Mostly found in the upper 2 m. Feeds mainly from the water column; on plankton when this is available and on insect larvae and other invertebrates that appear in the open water. Has also been observed feeding from the biocover on the rocks (Ref. 5595).",NA
8346,0.643452676,Toppred,1.100370545,Perciformes,Afrotropic,Lonely,Fonly,notinvasive,20519.82409,5942,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),,NA
8349,0.602059991,secCons,1.033423755,Perciformes,Afrotropic,Lonely,Fonly,notinvasive,20519.82409,5942,mainly animals (troph. 2.8 and up),,,NA
8360,0.444044796,Omni,1.079181246,Perciformes,Afrotropic,Lonely,Fonly,notinvasive,20519.82409,5942,plants/detritus+animals (troph. 2.2-2.79),variable,,NA
8361,0.531478917,secCons,1.146128036,Perciformes,Afrotropic,Lonely,Fonly,notinvasive,20519.82409,5942,mainly animals (troph. 2.8 and up),selective plankton feeding,,NA
8362,0.505149978,secCons,0.929418926,Cyprinodontiformes,Afrotropic,Sonly,Fonly,notinvasive,2326.928892,4932.023134,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Found near the surface and among weeds in which it seeks refuge and food (Ref. 5595). Prefers standing or gently flowing water as in river backwaters, floodplains and swamps. Frequency of occurence in Caprivi: occasionally in sandy streams, occasionally on rocky streams, abundant in shallow swamps, and frequentlyin shallow flood plains (Ref. 037065). Usually found in small shoals. Feeds on small invertebrates like mosquito larvae and daphnia. A serial spawner, lays eggs which attach to vegetation.",NA
8363,0.440909082,Omni,1.079181246,Cypriniformes,Afrotropic,Both,Fonly,notinvasive,5344.650615,7795.60791,plants/detritus+animals (troph. 2.2-2.79),grazing on aquatic plants,"Frequency of occurence in Caprivi: occasionally in sandy streams, occasionally in standing deep water, frequently in shallow swamps  (Ref. 037065). Feeds on plants and benthic invertebrates (Ref. 12522, 5595).",NA
8364,0.382017043,Omni,0.903089987,Cypriniformes,Afrotropic,Unknown,Fonly,notinvasive,3228.994941,6511.117873,plants/detritus+animals (troph. 2.2-2.79),variable,"Found in shallow, sandy and vegetated areas. Feeds on insect, weeds and vegetable debris.",NA
8367,0.608526034,Toppred,1.898725182,Siluriformes,Afrotropic,Unknown,Fonly,notinvasive,20519.82409,5942,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),Has been caught at a depth of 55 m over a muddy bottom. Feeds on fishes and crustaceans.,NA
8374,0.571708832,secCons,2,Siluriformes,Afrotropic,Lonely,Fonly,notinvasive,20519.82409,5942,mainly animals (troph. 2.8 and up),variable,Occurs in open water and mainly filters zooplankton. Also feeds on small fishes and insect larvae.,NA
8376,0.603144373,Toppred,1.903089987,Siluriformes,Afrotropic,Unknown,Fonly,notinvasive,20519.82409,5942,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Prefers rocky habitats. Feeds mainly on crabs, occasionally on fishes.",NA
8377,0.442479769,Omni,0.812913357,Siluriformes,Afrotropic,Sonly,Fonly,notinvasive,2356.300799,5004.452323,plants/detritus+animals (troph. 2.2-2.79),grazing on aquatic plants,"Frequency of occurence in Caprivi: occasionally in sandy streams, occasionally on rocky streams (Ref. 037065).",NA
8378,0.602059991,secCons,1.414973348,Synbranchiformes,Afrotropic,Unknown,Fonly,notinvasive,13680.4499,3964,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),Found mainly in shallow water on rocky areas and over sandy bottoms. Probably feeds on invertebrates and small fishes.,NA
8379,0.5132176,secCons,1,Cyprinodontiformes,Afrotropic,Sonly,Fonly,notinvasive,2464.832805,6604.186734,mainly animals (troph. 2.8 and up),variable,"Found on temporary pools, floodplains, swamps, ricefields, ditches and small streams. A slow-moving fish usually found in sections of a river where aquatic vegetation provide some cover (probably as a means of avoiding predators). Feeds on mosquito larvae, small crustaceans and other aquatic organisms.",NA
8380,0.526339277,secCons,1.176091259,Osteoglossiformes,Afrotropic,Sonly,Fonly,notinvasive,2775.901186,11058.73987,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Occurs in shallow and muddy waters, sheltered bays, in lagoons, and swampy areas. Forms shoal. Frequency of occurence in Caprivi: occasionally in sandy streams, occasionally on rocky streams,  common in shallow swamps, and common in shallow flood plains (Ref. 037065). Prefers quiet parts of rivers where there is abundant vegetation. Feeds mostly on insect larvae and other invertebrates at night. Shoals within quiet reaches of rivers and floodplains. Known to undergo upriver migration which may well be correlated with breeding. Breeds during the rainy season, possibly moving upstream to suitable sites. An unconfirmed report claims the males are territorial and build a nest (Ref. 7248). Found schooling with other species with identical electric organ discharge (EOD) waveforms (Ref. 10460).",NA
8381,0.505149978,secCons,1.096910013,Siluriformes,Afrotropic,Sonly,Fonly,notinvasive,108.3283704,2552.075858,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Occurs among cobbles and rocks in swiftly flowing water. Active at night, feeding on benthic stream invertebrates such as mayfly and midge larvae (Ref 3813). Opportunistic predator with large prey comsuming larger prey from a variety of taxonomic groups (Ref. 51405).",NA
8382,0.48586333,secCons,1.77815125,Siluriformes,Afrotropic,Lonely,Fonly,notinvasive,20519.82409,5942,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),Inhabits lake bottom below 70 m.  Feeds on worms.,NA
8384,0.515873844,secCons,0.653212514,Cyprinodontiformes,Afrotropic,Sonly,Fonly,notinvasive,1320.540903,4717.726574,mainly animals (troph. 2.8 and up),variable,"Found in shallow and weedy parts of small rivers, brooks and swamps. Uncommon in floodplains. Frequency of occurence in Caprivi: occasionally in shallow swamps (Ref. 037065). Feeds on insect larvae, daphnia and other small invertebrates.",NA
8388,0.444044796,Omni,0.602059991,Cypriniformes,Afrotropic,Both,Fonly,notinvasive,2168.649867,5859.489582,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),,NA
8415,0.492760389,secCons,1.397940009,Cypriniformes,Palearctic,Both,Fonly,notinvasive,20.02550424,13999.19184,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Feeds on invertebrates, including insect larvae (Ref. 26100).",NA
8416,0.51851394,secCons,1.84509804,Cypriniformes,Palearctic,Sonly,FandM,notinvasive,2146.536092,49716.31512,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),,6750
8418,0.494154594,secCons,1.653212514,Cypriniformes,Palearctic,Both,Fonly,notinvasive,176.5060627,181077.8613,plants/detritus+animals (troph. 2.2-2.79),variable,"Lives in slow-flowing rivers and in the deeper portions of lakes. Spawning occurs in April-May among weeds in moderately shallow water. This fish feeds on worms, molluscs, crustaceans and considerable amounts of plant matter.",3070
8419,0.474216264,secCons,1.176091259,Scorpaeniformes,Palearctic,Both,FandM,notinvasive,4055.888162,114314.2572,plants/detritus+animals (troph. 2.2-2.79),variable,"Found in fast-flowing waters of coastal streams, rivers, inland lakes, usually on stony bottoms. Moves downstream to estuaries and tolerates brackish waters. Feeds on algae (diatoms, desmids, blue-green algae), polychaetes, crustaceans, aquatic insect larvae and nymphs (<i>Ephemeroptera</i>, <i>Trichoptera</i>, <i>Plecoptera</i>, <i>Chironomidae</i>), fish eggs and larvae.",NA
8570,0.531478917,secCons,1.322219295,Perciformes,Afrotropic,Lonely,Fonly,notinvasive,6562.449053,9738.992515,mainly animals (troph. 2.8 and up),selective plankton feeding,"Gregarious, drifting plankton picker which occurs off rocky slopes (Ref. 6770).",NA
8572,0.46686762,secCons,1.51851394,Perciformes,Afrotropic,Lonely,Fonly,notinvasive,1.884966321,464.65165,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),Feeds on algae/detritus (Ref. 40115).,NA
8573,0.544068044,secCons,1.041392685,Perciformes,Afrotropic,Lonely,Fonly,notinvasive,1.884966321,464.65165,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),,NA
8574,0.544068044,secCons,1.041392685,Perciformes,Afrotropic,Lonely,Fonly,notinvasive,1.884966321,464.65165,mainly animals (troph. 2.8 and up),selective plankton feeding,,NA
8575,0.394451681,Omni,1.017033339,Perciformes,Afrotropic,Lonely,Fonly,notinvasive,6562.449053,9738.992515,plants/detritus+animals (troph. 2.2-2.79),grazing on aquatic plants,"Feeds on algae, diatoms and microorganisms (Ref. 6770).",NA
8577,0.301029996,Herb_detrite,0.954242509,Perciformes,Afrotropic,Lonely,Fonly,notinvasive,6562.449053,9738.992515,mainly plants/detritus (troph. 2-2.19),grazing on aquatic plants,"Occurs in the highly oxygenated water layer close to the shoreline and pounded by the surf.  Solitary and to some extent, territorial.  Feeds on algae and aufwuchs on rocks (Ref. 6770).",NA
8579,0.556302501,secCons,1.146128036,Perciformes,Afrotropic,Lonely,Fonly,notinvasive,6562.449053,9738.992515,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Inhabits lakes.  Feeds mainly on shrimps (Ref. 30769, 40115).",NA
8580,0.301029996,Herb_detrite,0.84509804,Perciformes,Afrotropic,Sonly,Fonly,notinvasive,1.841413384,6169.896552,mainly plants/detritus (troph. 2-2.19),,"Found near river banks, primarly in small caves and cracks in stones, in flowing water with high turbulence and water speed (Ref. 52307).  Found only in rocky habitats with little or no sand or gravel (Ref. 53766).  Presumably feeds upon plants and other organisms which grow attached to the rocky substrate (Ref. 53766).  Forages on algae using specialised, abrupt movements of the head (Ref. 52307).",NA
